buyNo,buyName,nationName,phone,regDateStr,detailLink,country_iso
705,Blue Zebra,태국,66 2587 9881,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=705,TH
704,I-Secure ,태국,66 2615 7005,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=704,TH
703,Maya Wizard,태국,66 2642 9800,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=703,TH
702,T3Net International,태국,66 2657 1082,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=702,TH
701,Siam-E-Commerce,태국,66 2721 4343,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=701,TH
700,Brid Systems Company,태국,"66 8636 8997/2, 66 2271 4362/3",2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=700,TH
699,Soft Control ,태국,66 2105 4068,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=699,TH
698,True Corp.,태국,66 2643 1111,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=698,TH
697,PSISAT,태국,66 2730 2900,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=697,TH
696,InvadeIT,태국,66 3252 0177,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=696,TH
695,SAB Solutions,태국,66 2212 7821~3,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=695,TH
656,OICE Automation,태국,66 2300 5072~73,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=656,TH
654,SisThai ,태국,66 2020 3000,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=654,TH
651,3BB,태국,66 2100 2100,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=651,TH
650,Safe Coms,태국,66 2105 4520,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=650,TH
649,AD System Asia,태국,66 2713 6158,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=649,TH
648,Prosoft,이집트,20 2 3537 5221~4,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=648,EG
647,Lifetime,이집트,20 2 2308 2134,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=647,EG
646,PC Link,이집트,20 3 404 0101,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=646,EG
645,eSpace,이집트,20 3 583 6891,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=645,EG
644,BASS,이집트,20 2 2378 7530,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=644,EG
643,TEKNA,터키,90 216 567 8087,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=643,TR
642,ESE Software,터키,90 216 576 7784,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=642,TR
641,More IT,터키,90 212 503 7637,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=641,TR
640,ATLASTEK Software Danısmanlık ve Ticaret A.S.,터키,90 212 293 8055,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=640,TR
639,Pandora X software studio,터키,90 224 442 8175,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=639,TR
638,Servisnet Telekomunikasyon A.s.,터키,90 216 501 0313,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=638,TR
637,Mitra Bilgisayar Yazılım ve Danısmanlık San.Tic.Ltd.sti.,터키,90 216 540 3548,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=637,TR
636,Intertech Bilgi lslem ve Pazarlama Ticaret A.s.,터키,90 216 664 2000,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=636,TR
633,BilgiKent Bilisim Teknolojileri Ticaret A.s.,터키,90 312 227 0632,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=633,TR
630,TechSIN,터키,90 216 573 0184,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=630,TR
629,Nexum Bogazici,터키,90 212 328 1929 ,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=629,TR
627,NCR National Cleaning Resources ？leti？im Bilgileri,터키,90 850 532 0627,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=627,TR
625,Data Market Bilgi Hizmetleri Ltd. sti.,터키,90 212 337 0707,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=625,TR
624,Motto Studios,터키,90 850 403 8930,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=624,TR
623,fotech,터키,90 216 456 4005,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=623,TR
622,innova Bilisim Cozumleri A.s,터키,90 212 329 7000,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=622,TR
621,SOFTWARE EVOLUTIVO,에콰도르,593 41 340 260,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=621,
620,Business Information Solutions,에콰도르,593 2 604 4904,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=620,
619,Fisa Group,에콰도르,593 2 223 7393,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=619,
618,Coresolutions S.A,에콰도르,593 7 284 3991 ,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=618,
617,AD HOC CONSULTORES,에콰도르,593 9 8759 8494,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=617,
616,LojaSoft Solutions ,에콰도르,593 7 256 2282,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=616,
615,Indosat Ooredoo,인도네시아,62 21 5438 8888,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=615,ID
614,Vostra Internasional,인도네시아,62 21 9501 7205,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=614,ID
613,PT Ihsan Solusi Informatika,인도네시아,62 81 2997 2083,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=613,ID
611,PT Mastersystem Infotama,인도네시아,62 21 5790 1111,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=611,ID
610,PT Elektrodata Sistem Integrasi,인도네시아,62 21 7975 161,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=610,ID
608,Lumen21 Argentina SA,아르헨티나,54 291 430 4231,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=608,AR
607,Condor Technologies,아르헨티나,54 23 6443 0190,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=607,AR
606,MDE Network,아르헨티나,54 11 4381 1400,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=606,AR
605,3xmgroup,아르헨티나,54 935 1253 1213,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=605,AR
604,FKtech,아르헨티나,54 011 4864 4548,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=604,AR
595,TAC Security,인도,91 99 8885 0821/0421,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=595,IN
594,Mirox Cyber Security & Technology Pvt Ltd,인도,91 47 1401 6888,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=594,IN
593,Pyramid Cyber Security and Forensics,인도,91 96 5089 4671,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=593,IN
592,Network Security Solutions,인도,91 20 6060 1970/71,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=592,IN
591,Net Solutions India,인도,91 17 2431 5000,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=591,IN
590,Octal Info Solutions,인도,91 14 1252 5810,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=590,IN
589,Chrome Infotech,인도,91 12 0425 8194,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=589,IN
588,Mobisoft infotech,인도,91 20 6529 3692,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=588,IN
587,Fingent,인도,91 48 4405 5006,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=587,IN
586,Innofied,인도,91 98 7462 2888,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=586,IN
585,Appinventiv,인도,91 88 2690 9998,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=585,IN
584,Robosoftin,인도,91 94 4828 3891,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=584,IN
583,Promatics,인도,91 12 4493 0770,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=583,IN
582,Prismetric,인도,"91 7940 0703, 91 7940 0763",2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=582,IN
581,Nine Hertz ,인도,91-0141-27869/73,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=581,IN
580,Hidden Brains Infotech,인도,"91 9898 0214, 91 9898 0234",2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=580,IN
579,Konstant Info Solutions,인도,"91 1412 2913, 91 1412 2998",2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=579,IN
578,OpenXcell,인도,91 999 822 2929 ,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=578,IN
577,Ashok Electronicks,인도,91 22 2388 6287,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=577,IN
576,ITGS,칠레,56 2 2616 2955,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=576,CL
575,OK IT SOLUTIONS,칠레,56 2 3202 9377,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=575,CL
574,pyvotal,칠레,56 2 2583 8101,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=574,CL
573,Sonda,칠레,56 2 2657 5000,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=573,CL
572,Cloudspecialists,호주,61 1300 303 388,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=572,AU
571,Rubicon Red,호주,61 1300 799 959,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=571,AU
570,Motion Wave Technologies,호주,61 1300 337 984,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=570,AU
569,iQuest,호주,61 3 9754 1644,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=569,AU
565,Zettagrid,호주,61 1300 597 656,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=565,AU
564,DWS,호주,61 3 9650 9777,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=564,AU
563,Salesforce,호주,61 2 9394 7300,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=563,AU
562,Ethangroup,호주,61 2 8864 0000,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=562,AU
561,Mintec,호주,61 3 9660 5500,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=561,AU
560,Aruba networks,일본,81 3-6809-1540,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=560,JP
559,"JCCH Security Solution Systems Co., Ltd.",일본,81 3 5615 1020,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=559,JP
558,PBXL,일본,81 3 4550 1600,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=558,JP
557,"IBSystem Co., Ltd.",일본,81 25 257 3050,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=557,JP
556,IDS Corporation,일본,81 3 5484 7811,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=556,JP
554,"Computec Engineering, Ltd.",일본,81 3 5225 7017,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=554,JP
553,UNIADEX,일본,81 3 5546 4900,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=553,JP
552,Dimension data,일본,81 3 6746 2220,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=552,JP
551,Allied Telesis,일본,81 3 543 76000,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=551,JP
550,Entrust japan,일본,81 3 5289 8880,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=550,JP
549,"Mitsui Knowledge Industry Co., Ltd.",일본,81 3 6376 1000,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=549,JP
548,"Secure Route Co., Ltd.",일본,81 3 5925 8761,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=548,JP
547,F-secure,일본,81 3 3556 6201,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=547,JP
546,Fusion Communications Corporation,일본,81 50 5518 8007,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=546,JP
545,Qualitysoft Corporation,일본,81 3 5275 6121,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=545,JP
544,Ashisuto,일본,81 3 5276 5850,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=544,JP
543,"Cybernet Systems Co., Ltd.",일본,81 3 5297 3066,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=543,JP
542,NTT Advanced Technology Corporation,일본,81 44 589 5894,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=542,JP
541,Otsuka Corporation,일본,81 3 3264 7111,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=541,JP
540,Alpha Computer,르완다,250 788 304 366,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=540,
539,Intersec security,르완다,250 788 309 017,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=539,
538,East African Cables,르완다,250 783 301 207,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=538,
537,MTN,르완다,250 280 390 000,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=537,
536,WiredIn,르완다,250 788 445 741,2016.12.15,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=536,
535,Control System FMN,폴란드,48 22 8550017,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=535,PL
534,CamSat,폴란드,48 52 3871097,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=534,PL
533,AGIS,폴란드,48 22 4308301,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=533,PL
532,AAT Holding,폴란드,48 22 5460546,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=532,PL
531,Jerba Skills,폴란드,48 53 0300101,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=531,PL
530,COMP SA,폴란드,48 22 5703800,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=530,PL
529,CPD SA,폴란드,48 22 321 0500,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=529,PL
528,Netland,폴란드,48 89 6120730,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=528,PL
527,Energia Nauka I Srodowisko,폴란드,48 33 8758075,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=527,PL
526,Smart City Wroclaw,폴란드,48 71 7767146,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=526,PL
525,QUMAK,폴란드,48 22 5190800,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=525,PL
524,SoInteractive SA,폴란드,48 12 6877709,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=524,PL
523,URSA Smart City,폴란드,48 22 2987878,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=523,PL
522,Cryptomage,폴란드,48 71 7575569,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=522,PL
521,PBSG,폴란드,48 61 8261152,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=521,PL
520,DOM INTELIGENTNY,폴란드,48 60 4581534,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=520,PL
519,F & F FILIPOWSKI SP. J.,폴란드,48 42 2270971,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=519,PL
518,Platinet,폴란드,48 12 6510590,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=518,PL
515,БИК-Видео,러시아,7 812 447 95 57,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=515,RU
514,RVI,러시아,7 495 735 38 47,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=514,RU
513,Osbez,러시아,7 909 919 02 35,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=513,RU
512,Exacq Technologies,러시아,7 495 722 28 54,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=512,RU
509,Арсенал,러시아,7 834 222 23 23,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=509,RU
508,VNBI,러시아,7 965 610 19 24,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=508,RU
507,ТехПроектСервис,러시아,7  495 766 31 71,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=507,RU
506,Layta,러시아,7 495 539 53 00,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=506,RU
505,Роникс,러시아,7 395 690 290,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=505,RU
504,IT Security Research Center,이란,98 21 8385 7000,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=504,IR
503,RETCO,이란,98 41 3557 0394,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=503,IR
502,IDM,이란,98 21 8866 2416,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=502,IR
501,Andisheh Negar Pars Co,이란,98 21 8884 6360,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=501,IR
500,Vayaco,이란,98 28 3357 8296,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=500,IR
499,Hiddn Security AS,노르웨이,47 3810 4480,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=499,NO
498,Avantis Distribution AS,노르웨이,47 2305 1900,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=498,NO
497,Hager og Tehalit,노르웨이,47 6791 1620,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=497,NO
496,EATON,노르웨이,47 2303 6550,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=496,NO
495,Micromatic Norge AS,노르웨이,"47 6677 5750, 47 919 327 901",2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=495,NO
494,everHome UG,독일,49 254 1888 0653,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=494,DE
493,MEDION AG,독일,49 201 8383 6500,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=493,DE
492,CASAIO GmbH,독일,49 936 5503 0760,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=492,DE
491,ARMBOARD,독일,49 357 5471 8893,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=491,DE
490,Herweck AG,독일,49 689 4388 3110,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=490,DE
489,Preussen automation GmbH(CoCoSo),독일,49 880 1911 9030,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=489,DE
488,Svenmayer,독일,49 67 3154 9313,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=488,DE
487,Easyelektro,독일,49 20 6473 3920,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=487,DE
486,sicherheitstechnik-experten,독일,49 333 9760 6103,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=486,DE
485,Distrelec Schuricht GmbH,독일,49 421 3654 200,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=485,DE
484,BS Jalousienprofi,독일,49 30 9835 2408,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=484,DE
483,ProSando INFORMATIONSTECHNIK AG,독일,49 37 2340 1760,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=483,DE
482,markenbaumarkt24 GmbH,독일,49 30 5557 4610,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=482,DE
481,Expert-security,독일,49 821899493 10,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=481,DE
480,Temme GmbH (hans-hats),독일,49  264 1913 9740,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=480,DE
479,OBI Group Holding SE & Co.KGaA,독일,49 21 9676 3412,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=479,DE
474,ESH (Easysmarthome),독일,49 940 2799 9011,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=474,DE
473,mobilcom-debitel GmbH,독일,49 405 5554 1441,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=473,DE
472,Just Technologies Limited,나이지리아,"234 7028732500, 234 8033431860, 234 18198509",2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=472,NG
470,Inlaks Computers,나이지리아,"234 14617740, 234 14617741",2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=470,NG
468,Arit of Africa Ltd,나이지리아,"234 17742340, 234 17926215",2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=468,NG
467,WiniGroup Inc.,나이지리아,"234 18436332, 234 8023000645",2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=467,NG
462,ITRDN Technologies,나이지리아,"234 2914543, 234 4532525, 234 8026600125",2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=462,NG
461,Routelink Technologies Pvt Ltd,나이지리아,234 4064150999,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=461,NG
460,ULTIMEDIA,프랑스,33 6 7533 4828,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=460,FR
459,Unitek France,프랑스,33 4 7289 4264,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=459,FR
458,Gilles Leroux Industrie(GLI),프랑스,33 2 3870 0165,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=458,FR
457,Eden Innovations,프랑스,33 4 4224 7040,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=457,FR
456,Vauban Systems,프랑스,33 1 3027 2535,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=456,FR
455,AX'IOM,프랑스,33 4 7297 0290,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=455,FR
454,Progedys,프랑스,33 5 6704 6567,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=454,FR
453,UNITECH,프랑스,33 8 0080 1255,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=453,FR
452,Samuel LIEGEOIS,프랑스,33 2 4333 7947,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=452,FR
451,Sofacreal,프랑스,33 1 6014 9533,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=451,FR
450,Sena Computer,프랑스,33 2 4174 1374,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=450,FR
449,A7 Protection,프랑스,33 1 6902 5454,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=449,FR
448,AireServices,프랑스,33 2 9853 7125,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=448,FR
447,Izyx Systems,프랑스,33 3 8875 3232,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=447,FR
446,Serviacom,프랑스,33 3 8317 0808,2016.12.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=446,FR
